Title,Author,Downloads,Book_URL
The Girl Philippa,Robert W. Chambers,55384 downloads,https://www.gutenberg.org/ebooks/52404
The Amazing Marriage — Complete,George Meredith,55358 downloads,https://www.gutenberg.org/ebooks/4488
The Kama Sutra of Vatsyayana,Vatsyayana,55289 downloads,https://www.gutenberg.org/ebooks/27827
"Mademoiselle de Maupin, Volume 1 (of 2)",Théophile Gautier,55257 downloads,https://www.gutenberg.org/ebooks/48893
"The Knights of the Cross, or, Krzyzacy: Historical Romance",Henryk Sienkiewicz,55251 downloads,https://www.gutenberg.org/ebooks/9473
The Heather-Moon,C. N. Williamson and A. M. Williamson,55235 downloads,https://www.gutenberg.org/ebooks/19742
Two on a Tower,Thomas Hardy,55189 downloads,https://www.gutenberg.org/ebooks/3146
The Wonderful Wizard of Oz,L. Frank Baum,55119 downloads,https://www.gutenberg.org/ebooks/55
Set in Silver,C. N. Williamson and A. M. Williamson,55118 downloads,https://www.gutenberg.org/ebooks/19412
The Torrents of Spring,Ivan Sergeevich Turgenev,55079 downloads,https://www.gutenberg.org/ebooks/9911
Quintus Claudius: A Romance of Imperial Rome. Volume 1,Ernst Eckstein,54977 downloads,https://www.gutenberg.org/ebooks/47221
The Bakhtyār Nāma: A Persian Romance,Unknown / Various,54911 downloads,https://www.gutenberg.org/ebooks/60316
A Heart-Song of To-day (Disturbed by Fire from the 'Unruly Member'): A Novel,Annie G. Savigny,54869 downloads,https://www.gutenberg.org/ebooks/7184
"The Entailed Hat; Or, Patty Cannon's Times",George Alfred Townsend,54856 downloads,https://www.gutenberg.org/ebooks/19146
"Chaucer's Works, Volume 2 — Boethius and Troilus",Geoffrey Chaucer,54768 downloads,https://www.gutenberg.org/ebooks/44833
Just Around the Corner: Romance en casserole,Fannie Hurst,54348 downloads,https://www.gutenberg.org/ebooks/33118
Blue-grass and Broadway,Maria Thompson Daviess,54106 downloads,https://www.gutenberg.org/ebooks/29391
Adventures of Huckleberry Finn,Mark Twain,54062 downloads,https://www.gutenberg.org/ebooks/76
Les enchantements de la forêt (French),André Theuriet,54058 downloads,https://www.gutenberg.org/ebooks/78027
The Iliad,Homer,53911 downloads,https://www.gutenberg.org/ebooks/6130
She who sleeps :  A romance of New York and the Nile,Sax Rohmer,53766 downloads,https://www.gutenberg.org/ebooks/77092
The Great Gatsby,F. Scott Fitzgerald,53615 downloads,https://www.gutenberg.org/ebooks/64317
Le cas étrange du docteur Jekyll; Un logement pour la nuit (French),Robert Louis Stevenson,52999 downloads,https://www.gutenberg.org/ebooks/76412
Treasure Island,Robert Louis Stevenson,52364 downloads,https://www.gutenberg.org/ebooks/120
Wuthering Heights,Emily Brontë,52225 downloads,https://www.gutenberg.org/ebooks/768
Chambers's Twentieth Century Dictionary (part 1 of 4: A-D),Unknown / Various,51011 downloads,https://www.gutenberg.org/ebooks/37683
Grimms' Fairy Tales,Jacob Grimm and Wilhelm Grimm,49975 downloads,https://www.gutenberg.org/ebooks/2591
The Enchanted April,Elizabeth Von Arnim,49374 downloads,https://www.gutenberg.org/ebooks/16389
Peter Pan :  [Peter and Wendy],J. M. Barrie,49190 downloads,https://www.gutenberg.org/ebooks/16
"My Life and Loves, Vol. 1 (of 4)",Frank Harris,47908 downloads,https://www.gutenberg.org/ebooks/59827
Cranford,Elizabeth Cleghorn Gaskell,46777 downloads,https://www.gutenberg.org/ebooks/394
The Adventures of Ferdinand Count Fathom — Complete,T. Smollett,46416 downloads,https://www.gutenberg.org/ebooks/6761
"History of Tom Jones, a Foundling",Henry Fielding,46299 downloads,https://www.gutenberg.org/ebooks/6593
The Expedition of Humphry Clinker,T. Smollett,45787 downloads,https://www.gutenberg.org/ebooks/2160
The Brothers Karamazov,Fyodor Dostoyevsky,45621 downloads,https://www.gutenberg.org/ebooks/28054
Beowulf: An Anglo-Saxon Epic Poem,Unknown / Various,45540 downloads,https://www.gutenberg.org/ebooks/16328
The Adventures of Roderick Random,T. Smollett,44952 downloads,https://www.gutenberg.org/ebooks/4085
The Man Who Did the Right Thing: A Romance,Harry Johnston,44804 downloads,https://www.gutenberg.org/ebooks/45451
The Belle of Bowling Green,Amelia E. Barr,44606 downloads,https://www.gutenberg.org/ebooks/76576
"Barry Locke, half-back",Ralph Henry Barbour,44311 downloads,https://www.gutenberg.org/ebooks/78118
Helen Vardon's confession,R. Austin Freeman,44179 downloads,https://www.gutenberg.org/ebooks/76728
The Battle of the Strong: A Romance of Two Kingdoms — Volume 6,Gilbert Parker,43893 downloads,https://www.gutenberg.org/ebooks/6235
The Iliad,Homer,43612 downloads,https://www.gutenberg.org/ebooks/2199
Gulliver's Travels into Several Remote Nations of the World,Jonathan Swift,43374 downloads,https://www.gutenberg.org/ebooks/829
Twenty Thousand Leagues under the Sea,Jules Verne,43256 downloads,https://www.gutenberg.org/ebooks/164
The call of the wild,Jack London,43236 downloads,https://www.gutenberg.org/ebooks/215
The Jungle Book,Rudyard Kipling,43198 downloads,https://www.gutenberg.org/ebooks/236
The three musketeers,Alexandre Dumas and Auguste Maquet,42876 downloads,https://www.gutenberg.org/ebooks/1257
Anabasis,Xenophon,42291 downloads,https://www.gutenberg.org/ebooks/1170
The Life and Adventures of Robinson Crusoe,Daniel Defoe,41511 downloads,https://www.gutenberg.org/ebooks/521
The Enchiridion,Epictetus,41392 downloads,https://www.gutenberg.org/ebooks/45109
The Railway Children,E. Nesbit,40847 downloads,https://www.gutenberg.org/ebooks/1874
The Legend of Sleepy Hollow,Washington Irving,40471 downloads,https://www.gutenberg.org/ebooks/41
"Personal Memoirs of U. S. Grant, Complete",Ulysses S. Grant,40458 downloads,https://www.gutenberg.org/ebooks/4367
Oedipus King of Thebes,Sophocles,40329 downloads,https://www.gutenberg.org/ebooks/27673
"The Metamorphoses of Ovid, Books I-VII",Ovid,39944 downloads,https://www.gutenberg.org/ebooks/21765
White Fang,Jack London,39882 downloads,https://www.gutenberg.org/ebooks/910
A princess of Mars,Edgar Rice Burroughs,39748 downloads,https://www.gutenberg.org/ebooks/62
The Travels of Marco Polo — Volume 1,Marco Polo and da Pisa Rusticiano,39610 downloads,https://www.gutenberg.org/ebooks/10636
The Secret Garden,Frances Hodgson Burnett,39302 downloads,https://www.gutenberg.org/ebooks/113
David Copperfield,Charles Dickens,39266 downloads,https://www.gutenberg.org/ebooks/766
Supermind,Randall Garrett and Laurence M. Janifer,39119 downloads,https://www.gutenberg.org/ebooks/22342
Kidnapped,Robert Louis Stevenson,39028 downloads,https://www.gutenberg.org/ebooks/421
The Red Seal,Natalie Sumner Lincoln,38793 downloads,https://www.gutenberg.org/ebooks/1747
Daughters of Nijo: A Romance of Japan,Onoto Watanna,38770 downloads,https://www.gutenberg.org/ebooks/57763
Twenty Thousand Leagues Under the Seas: An Underwater Tour of the World,Jules Verne,38751 downloads,https://www.gutenberg.org/ebooks/2488
"Histoire amoureuse des Gaules; suivie des Romans historico-satiriques du XVIIe siècle, Tome I (French)",comte de Roger de Rabutin Bussy,38749 downloads,https://www.gutenberg.org/ebooks/29049
One Wonderful Night: A Romance of New York,Louis Tracy,38542 downloads,https://www.gutenberg.org/ebooks/19707
"""And That's How It Was, Officer""",Ralph Sholto,38455 downloads,https://www.gutenberg.org/ebooks/32562
Die Liebe: Novelle (German),Hans Kaltneker,38400 downloads,https://www.gutenberg.org/ebooks/66452
The Mysterious Island,Jules Verne,38121 downloads,https://www.gutenberg.org/ebooks/1268
The Prince and the Pauper,Mark Twain,38035 downloads,https://www.gutenberg.org/ebooks/1837
Susan B. Anthony,Alma Lutz,38009 downloads,https://www.gutenberg.org/ebooks/20439
Tarrano the Conqueror,Ray Cummings,37986 downloads,https://www.gutenberg.org/ebooks/21638
The Mystery of a Turkish Bath,Rita,37985 downloads,https://www.gutenberg.org/ebooks/25656
In Jeopardy,Van Tassel Sutphen,37967 downloads,https://www.gutenberg.org/ebooks/38477
"The silent Baltic :  or, Detained near Kiel",Marcus Knox,37918 downloads,https://www.gutenberg.org/ebooks/78033
The Wonderful Wizard of Oz,L. Frank Baum,37834 downloads,https://www.gutenberg.org/ebooks/43936
The Last of the Mohicans; A narrative of 1757,James Fenimore Cooper,37486 downloads,https://www.gutenberg.org/ebooks/940
Symposium,Plato,37483 downloads,https://www.gutenberg.org/ebooks/1600
The Lost World,Arthur Conan Doyle,37393 downloads,https://www.gutenberg.org/ebooks/139
Le Morte d'Arthur: Volume 1,Sir Thomas Malory,37307 downloads,https://www.gutenberg.org/ebooks/1251
Baron Trump's Marvellous Underground Journey,Ingersoll Lockwood,37161 downloads,https://www.gutenberg.org/ebooks/57426
"Les mille et une nuits, tome premier (French)",Unknown / Various,37105 downloads,https://www.gutenberg.org/ebooks/26296
A Connecticut Yankee in King Arthur's Court,Mark Twain,36916 downloads,https://www.gutenberg.org/ebooks/86
The Notebooks of Leonardo Da Vinci — Complete,da Vinci Leonardo,36457 downloads,https://www.gutenberg.org/ebooks/5000
灵历集光 (Chinese),Shangjie Song,36347 downloads,https://www.gutenberg.org/ebooks/25716
Aesop's Fables; a new translation,Aesop,36335 downloads,https://www.gutenberg.org/ebooks/11339
The gods of Mars,Edgar Rice Burroughs,36225 downloads,https://www.gutenberg.org/ebooks/64
The Egyptian Book of the dead,Unknown / Various,36103 downloads,https://www.gutenberg.org/ebooks/69566
Paradise Lost,John Milton,35934 downloads,https://www.gutenberg.org/ebooks/20
The warlord of Mars,Edgar Rice Burroughs,35576 downloads,https://www.gutenberg.org/ebooks/68
"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1",Unknown / Various,35518 downloads,https://www.gutenberg.org/ebooks/15474
Plague Ship,Andre Norton,35513 downloads,https://www.gutenberg.org/ebooks/16921
A Tale of Two Cities,Charles Dickens,35507 downloads,https://www.gutenberg.org/ebooks/98
The Aeneid,Virgil,35455 downloads,https://www.gutenberg.org/ebooks/228
The Tale of Peter Rabbit,Beatrix Potter,35452 downloads,https://www.gutenberg.org/ebooks/14838
The Ultimate Weapon,Jr. John W. Campbell,35327 downloads,https://www.gutenberg.org/ebooks/23790
Plutarch's Morals,Plutarch,35302 downloads,https://www.gutenberg.org/ebooks/23639
"The History of Don Quixote, Volume 1, Complete",Miguel de Cervantes Saavedra,35171 downloads,https://www.gutenberg.org/ebooks/5921
A Journey into the Interior of the Earth,Jules Verne,35119 downloads,https://www.gutenberg.org/ebooks/3748
The Chessmen of Mars,Edgar Rice Burroughs,35106 downloads,https://www.gutenberg.org/ebooks/1153
"The Birth of Tragedy; or, Hellenism and Pessimism",Friedrich Wilhelm Nietzsche,35074 downloads,https://www.gutenberg.org/ebooks/51356
Vingt mille Lieues Sous Les Mers — Complete (French),Jules Verne,35034 downloads,https://www.gutenberg.org/ebooks/5097
Apology,Plato,35002 downloads,https://www.gutenberg.org/ebooks/1656
Der Marquis de Sade und seine Zeit. (German),Iwan Bloch,34931 downloads,https://www.gutenberg.org/ebooks/68400
The Hour of the Dragon,Robert E. Howard,34923 downloads,https://www.gutenberg.org/ebooks/42243
Phaedrus,Plato,34862 downloads,https://www.gutenberg.org/ebooks/1636
The Land That Time Forgot,Edgar Rice Burroughs,34834 downloads,https://www.gutenberg.org/ebooks/551
Black Beauty :  The autobiography of a horse,Anna Sewell,34606 downloads,https://www.gutenberg.org/ebooks/271
Lives of Fair and Gallant Ladies. Vol 1,Pierre de Bourdeille Brantôme,34517 downloads,https://www.gutenberg.org/ebooks/67025
Don Juan,Baron George Gordon Byron Byron,34517 downloads,https://www.gutenberg.org/ebooks/21700
"The Works of Edgar Allan Poe, The Raven Edition",Edgar Allan Poe,34458 downloads,https://www.gutenberg.org/ebooks/25525
Northanger Abbey,Jane Austen,34432 downloads,https://www.gutenberg.org/ebooks/121
Red Nails,Robert E. Howard,34415 downloads,https://www.gutenberg.org/ebooks/32759
Off on a Comet! a Journey through Planetary Space,Jules Verne,34380 downloads,https://www.gutenberg.org/ebooks/1353
Society as I Have Found It,Ward McAllister,34342 downloads,https://www.gutenberg.org/ebooks/55300
The Lost Continent,Edgar Rice Burroughs,34337 downloads,https://www.gutenberg.org/ebooks/149
"Divine Comedy, Longfellow's Translation, Hell",Dante Alighieri,34281 downloads,https://www.gutenberg.org/ebooks/1001
Songs of Innocence and of Experience,William Blake,34220 downloads,https://www.gutenberg.org/ebooks/1934
Astounding Stories of Super-Science January 1930,Unknown / Various,34208 downloads,https://www.gutenberg.org/ebooks/41481
Uncle Tom's Cabin,Harriet Beecher Stowe,34180 downloads,https://www.gutenberg.org/ebooks/203
Andersen's Fairy Tales,H. C. Andersen,34178 downloads,https://www.gutenberg.org/ebooks/1597
Spoon River Anthology,Edgar Lee Masters,34154 downloads,https://www.gutenberg.org/ebooks/26471
My own story,Emmeline Pankhurst,34087 downloads,https://www.gutenberg.org/ebooks/34856
Shadows in Zamboula,Robert E. Howard,33998 downloads,https://www.gutenberg.org/ebooks/42196
The Ballad of the White Horse,G. K. Chesterton,33993 downloads,https://www.gutenberg.org/ebooks/1719
"Astounding Stories,  August, 1931",Various,33939 downloads,https://www.gutenberg.org/ebooks/33016
The Colors of Space,Marion Zimmer Bradley,33876 downloads,https://www.gutenberg.org/ebooks/20796
Triplanetary,E. E. Smith,33853 downloads,https://www.gutenberg.org/ebooks/20782
Wanderfoot (The Dream Ship),Cynthia Stockley,33806 downloads,https://www.gutenberg.org/ebooks/40059
"Astounding Stories of Super-Science, December 1930",Various,33768 downloads,https://www.gutenberg.org/ebooks/30691
"Astounding Stories, June, 1931",Various,33761 downloads,https://www.gutenberg.org/ebooks/31893
The People of the Black Circle,Robert E. Howard,33744 downloads,https://www.gutenberg.org/ebooks/42259
"De la terre à la lune, trajet direct en 97 heures 20 minutes (French)",Jules Verne,33731 downloads,https://www.gutenberg.org/ebooks/38674
"Golden Days for Boys and Girls, Vol. XII, Jan. 3, 1891",Various,33729 downloads,https://www.gutenberg.org/ebooks/17199
A Martian Odyssey,Stanley G. Weinbaum,33680 downloads,https://www.gutenberg.org/ebooks/23731
Three hundred Aesop’s fables,Aesop,33676 downloads,https://www.gutenberg.org/ebooks/21
"Astounding Stories, May, 1931",Various,33666 downloads,https://www.gutenberg.org/ebooks/30532
Scenes in the Life of Harriet Tubman,Sarah H. Bradford,33635 downloads,https://www.gutenberg.org/ebooks/57821
The Republic of Plato,Plato,33629 downloads,https://www.gutenberg.org/ebooks/55201
Out of Time's Abyss,Edgar Rice Burroughs,33578 downloads,https://www.gutenberg.org/ebooks/553
The Revolt on Venus,Carey Rockwell,33556 downloads,https://www.gutenberg.org/ebooks/19027
The Secret of the Ninth Planet,Donald A. Wollheim,33485 downloads,https://www.gutenberg.org/ebooks/33644
Notre-Dame de Paris,Victor Hugo,33450 downloads,https://www.gutenberg.org/ebooks/2610
The Divine Comedy of Dante Alighieri: The Inferno,Dante Alighieri,33386 downloads,https://www.gutenberg.org/ebooks/41537
The Romance of Biography (Vol 1 of 2),Mrs. Jameson,33358 downloads,https://www.gutenberg.org/ebooks/35382
Shadows in the Moonlight,Robert E. Howard,33354 downloads,https://www.gutenberg.org/ebooks/42188
The Consolation of Philosophy,Boethius,33279 downloads,https://www.gutenberg.org/ebooks/14328
Memoirs of the Author of a Vindication of the Rights of Woman,William Godwin,33256 downloads,https://www.gutenberg.org/ebooks/16199
Brood of the Dark Moon,Charles Willard Diffin,33252 downloads,https://www.gutenberg.org/ebooks/32398
The Picture of Dorian Gray,Oscar Wilde,33218 downloads,https://www.gutenberg.org/ebooks/174
"The Canterbury Tales, and Other Poems",Geoffrey Chaucer,33218 downloads,https://www.gutenberg.org/ebooks/2383
Up from Slavery: An Autobiography,Booker T. Washington,33212 downloads,https://www.gutenberg.org/ebooks/2376
The Meditations of the Emperor Marcus Aurelius Antoninus,Emperor of Rome Marcus Aurelius,33178 downloads,https://www.gutenberg.org/ebooks/55317
"The Lovers Assistant; Or, New Art of Love",Henry Fielding and Ovid,33074 downloads,https://www.gutenberg.org/ebooks/31036
"The Awakening, and Selected Short Stories",Kate Chopin,33032 downloads,https://www.gutenberg.org/ebooks/160
Ulysses,James Joyce,33021 downloads,https://www.gutenberg.org/ebooks/4300
Vanity Fair,William Makepeace Thackeray,32997 downloads,https://www.gutenberg.org/ebooks/599
The Adventures of Pinocchio,Carlo Collodi,32993 downloads,https://www.gutenberg.org/ebooks/500
"Hesiod, the Homeric Hymns, and Homerica",Hesiod,32992 downloads,https://www.gutenberg.org/ebooks/348
War and Peace,graf Leo Tolstoy,32962 downloads,https://www.gutenberg.org/ebooks/2600
Mrs. Dalloway,Virginia Woolf,32926 downloads,https://www.gutenberg.org/ebooks/71865
