Title,Author,Genre,Downloads,Book_URL
Daemonologie.,King of England James I,History,3835,https://www.gutenberg.org/ebooks/25929
"The decline of the West, Volume 1 :  Form and actuality",Oswald Spengler,History,3820,https://www.gutenberg.org/ebooks/72344
Zoölogische Philosophie (Dutch),Jean Baptiste Pierre Antoine de Monet de Lamarck,History,3802,https://www.gutenberg.org/ebooks/27664
Rip Van Winkle,Washington Irving,History,3802,https://www.gutenberg.org/ebooks/60976
"Ancient America, in Notes on American Archaeology",John D. Baldwin,History,3771,https://www.gutenberg.org/ebooks/26382
The regent's daughter,Alexandre Dumas and Auguste Maquet,History,3769,https://www.gutenberg.org/ebooks/27384
In Doublet and Hose: A Story for Girls,Lucy Foster Madison,History,3765,https://www.gutenberg.org/ebooks/28037
Anne's House of Dreams,L. M. Montgomery,History,3752,https://www.gutenberg.org/ebooks/544
Soldan's Geschichte der Hexenprozesse. Zweiter Band (German),Wilhelm Gottlieb Soldan,History,3752,https://www.gutenberg.org/ebooks/25048
Beginnings of the American People,Carl L. Becker,History,3748,https://www.gutenberg.org/ebooks/21501
"The Standard Oratorios: Their Stories, Their Music, And Their Composers",George P. Upton,History,3735,https://www.gutenberg.org/ebooks/22793
Roman Society from Nero to Marcus Aurelius,Samuel Dill,History,3728,https://www.gutenberg.org/ebooks/34122
"The Histories of Polybius, Vol. 1 (of 2)",Polybius,History,3727,https://www.gutenberg.org/ebooks/44125
"Memoirs of the Private Life, Return, and Reign of Napoleon in 1815, Vol. I",baron Pierre Alexandre Édouard Fleury de Chaboulon,History,3725,https://www.gutenberg.org/ebooks/22345
Facts About Champagne and Other Sparkling Wines,Henry Vizetelly,History,3723,https://www.gutenberg.org/ebooks/20889
Impressions of a War Correspondent,George Lynch,History,3720,https://www.gutenberg.org/ebooks/21661
Punicorum Libri Septemdecim (Latin),Tiberius Catius Silius Italicus,History,3716,https://www.gutenberg.org/ebooks/27672
"The Trial of Charles Random de Berenger, Sir Thomas Cochrane, commonly called Lord Cochrane, the Hon. Andrew Cochrane Johnstone, Richard Gathorne Butt, Ralph Sandom, Alexander M'Rae, John Peter Holloway, and Henry Lyte for A Conspiracy",Unknown / Various,History,3716,https://www.gutenberg.org/ebooks/21027
Myths and Marvels of Astronomy,Richard A. Proctor,History,3710,https://www.gutenberg.org/ebooks/26556
"Eene Egyptische Koningsdochter (Dutch)",Georg Ebers,History,3702,https://www.gutenberg.org/ebooks/28120
A Critical Exposition of the Popular 'Jihád',Cherágh Ali,History,3700,https://www.gutenberg.org/ebooks/20927
The Second Battalion Royal Dublin Fusiliers in the South African War,Cecil Francis Romer and Arthur Edward Mainwaring,History,3698,https://www.gutenberg.org/ebooks/25618
"John Splendid: The Tale of a Poor Gentleman, and the Little Wars of Lorn",Neil Munro,History,3697,https://www.gutenberg.org/ebooks/22321
An Introduction to the Industrial and Social History of England,Edward Potts Cheyney,History,3696,https://www.gutenberg.org/ebooks/21660
"On the Portraits of English Authors on Gardening,",Samuel Felton,History,3690,https://www.gutenberg.org/ebooks/25773
The Gulf and Inland Waters,A. T. Mahan,History,3685,https://www.gutenberg.org/ebooks/21562
"Historic Tales: The Romance of Reality. Vol. 10 (of 15), Greek",Charles Morris,History,3684,https://www.gutenberg.org/ebooks/25642
"Sketches of the Fair Sex, in All Parts of the World.",Anonymous,History,3668,https://www.gutenberg.org/ebooks/26117
Heidi,Johanna Spyri,History,3664,https://www.gutenberg.org/ebooks/20271
"Rufus and Rose; Or, The Fortunes of Rough and Ready",Jr. Horatio Alger,History,3659,https://www.gutenberg.org/ebooks/25967
Aventures d'un Gentilhomme Breton aux îles Philippines (French),Paul P. de La Gironière,History,3655,https://www.gutenberg.org/ebooks/21804
An Eagle Flight: A Filipino Novel Adapted from Noli Me Tangere,José Rizal,History,3649,https://www.gutenberg.org/ebooks/27594
The Fables of Aesop,Aesop,History,3636,https://www.gutenberg.org/ebooks/28
Lectures on the French Revolution,Baron John Emerich Edward Dalberg Acton Acton,History,3634,https://www.gutenberg.org/ebooks/27488
"The Philippine Islands, 1493-1898, Volume 33, 1519-1522",Antonio Pigafetta,History,3632,https://www.gutenberg.org/ebooks/42884
Peter the Great,Jacob Abbott,History,3630,https://www.gutenberg.org/ebooks/26300
"A general history of the pyrates :  from their first rise and settlement in the island of Providence, to the present time",active 1724-1731 Charles Johnson,History,3619,https://www.gutenberg.org/ebooks/40580
A Portrait of Old George Town,Grace Dunlop Peter,History,3611,https://www.gutenberg.org/ebooks/27716
Puck of Pook's Hill,Rudyard Kipling,History,3607,https://www.gutenberg.org/ebooks/26027
"Il Comento alla Divina Commedia, e gli altri scritti intorno a Dante, vol. 1 (Italian)",Giovanni Boccaccio,History,3606,https://www.gutenberg.org/ebooks/21424
隨園詩話 (Chinese),Mei Yuan,History,3606,https://www.gutenberg.org/ebooks/52206
Barnaby Rudge,Charles Dickens,History,3604,https://www.gutenberg.org/ebooks/9732
"Chips from a German Workshop, Volume 5",F. Max Müller,History,3604,https://www.gutenberg.org/ebooks/27810
"The Letters of Cicero, Volume 1",Marcus Tullius Cicero,History,3598,https://www.gutenberg.org/ebooks/21200
Dante: His Times and His Work,Arthur John Butler,History,3593,https://www.gutenberg.org/ebooks/27999
History of Education,Levi Seeley,History,3593,https://www.gutenberg.org/ebooks/27963
The Facts About Shakespeare,William Allan Neilson and Ashley Horace Thorndike,History,3573,https://www.gutenberg.org/ebooks/22281
"The Stars and Stripes, Vol. 1, No. 1, February 8, 1918",United States. Army. American Expeditionary Forces,History,3570,https://www.gutenberg.org/ebooks/25085
"The Danish History, Books I-IX",Grammaticus Saxo,History,3570,https://www.gutenberg.org/ebooks/1150
"The Philippine Islands, 1493-1898 — Volume 07 of 55",Unknown / Various,History,3564,https://www.gutenberg.org/ebooks/13701
Morals and Dogma of the Ancient and Accepted Scottish Rite of Freemasonry,Albert Pike,History,3527,https://www.gutenberg.org/ebooks/19447
"The history of magic :  including a clear and precise exposition of its procedure, its rites and its mysteries",Éliphas Lévi,History,3526,https://www.gutenberg.org/ebooks/70033
Andersonville: A Story of Rebel Military Prisons,John McElroy,History,3513,https://www.gutenberg.org/ebooks/3072
"On Heroes, Hero-Worship, and the Heroic in History",Thomas Carlyle,History,3512,https://www.gutenberg.org/ebooks/1091
"A History of the French Novel, Vol. 1",George Saintsbury,History,3510,https://www.gutenberg.org/ebooks/26838
"Story of the War in South Africa, 1899-1900",A. T. Mahan,History,3508,https://www.gutenberg.org/ebooks/20987
"The Natural History of Pliny, Volume 2 (of 6)",the Elder Pliny,History,3506,https://www.gutenberg.org/ebooks/60230
The Autobiography of Benjamin Franklin,Benjamin Franklin,History,3505,https://www.gutenberg.org/ebooks/148
"The Martyrs of Science, or, The lives of Galileo, Tycho Brahe, and Kepler",David Brewster,History,3483,https://www.gutenberg.org/ebooks/25992
The Notebooks of Leonardo Da Vinci — Complete,da Vinci Leonardo,Science & Tech,36457,https://www.gutenberg.org/ebooks/5000
The Republic of Plato,Plato,Science & Tech,33629,https://www.gutenberg.org/ebooks/55201
Cicero's Tusculan Disputations,Marcus Tullius Cicero,Science & Tech,31304,https://www.gutenberg.org/ebooks/14988
The Sailor's Word-Book,W. H. Smyth,Science & Tech,29705,https://www.gutenberg.org/ebooks/26000
Letters of Asa Gray; Vol. 2,Asa Gray,Science & Tech,29336,https://www.gutenberg.org/ebooks/55987
The life-eater,Harold Ward,Science & Tech,27374,https://www.gutenberg.org/ebooks/76539
Nieuw Utopia (Dutch),Bernard Alexander Canter,Science & Tech,27342,https://www.gutenberg.org/ebooks/76346
Ikuinen rakastaja (Finnish),Edgar Rice Burroughs,Science & Tech,27311,https://www.gutenberg.org/ebooks/76334
Tuhatvuotinen valtakunta :  Nelinäytöksinen näytelmä Upton Sinclairin romaanin mukaan (Finnish),Upton Sinclair and Heikki Välisalmi,Science & Tech,27303,https://www.gutenberg.org/ebooks/76543
Karl Grier :  The strange story of a man with a sixth sense,Louis Tracy,Science & Tech,27294,https://www.gutenberg.org/ebooks/76603
The world below,S. Fowler Wright,Science & Tech,27285,https://www.gutenberg.org/ebooks/76352
The strange transfiguration of Hannah Stubbs,Florence Marryat,Science & Tech,27284,https://www.gutenberg.org/ebooks/76579
"The corsair; or, the little fairy at the bottom of the sea :  A new Christmas burlesque and pantomime, founded upon the ballet of ""Le corsair""",William Brough,Science & Tech,27162,https://www.gutenberg.org/ebooks/76960
Ihmisten kapina :  Kolminäytöksinen draama (Finnish),Lauri Haarla,Science & Tech,27130,https://www.gutenberg.org/ebooks/77009
The man who saved New York,Ray Cummings,Science & Tech,27065,https://www.gutenberg.org/ebooks/76899
Murder mask,Edgar Daniel Kramer,Science & Tech,27050,https://www.gutenberg.org/ebooks/76592
The 2006 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,17565,https://www.gutenberg.org/ebooks/27509
The Republic,Plato,Science & Tech,16983,https://www.gutenberg.org/ebooks/1497
Color Images from Mars Rovers,Bob Webster,Science & Tech,16362,https://www.gutenberg.org/ebooks/12082
The Time Machine,H. G. Wells,Science & Tech,15771,https://www.gutenberg.org/ebooks/35
The 2003 CIA World Factbook,United States. Central Intelligence Agency,Science & Tech,15163,https://www.gutenberg.org/ebooks/27558
On the Origin of Species By Means of Natural Selection,Charles Darwin,Science & Tech,14824,https://www.gutenberg.org/ebooks/1228
The war of the worlds,H. G. Wells,Science & Tech,12582,https://www.gutenberg.org/ebooks/36
Carmilla,Joseph Sheridan Le Fanu,Science & Tech,11358,https://www.gutenberg.org/ebooks/10007
"A System of Logic, Ratiocinative and Inductive",John Stuart Mill,Science & Tech,9810,https://www.gutenberg.org/ebooks/27942
西遊記 (Chinese),Cheng'en Wu,Science & Tech,8153,https://www.gutenberg.org/ebooks/23962
"Studies of American Fungi. Mushrooms, Edible, Poisonous, etc.",George Francis Atkinson,Science & Tech,7825,https://www.gutenberg.org/ebooks/26492
A Journey to the Center of the Earth,Jules Verne,Science & Tech,7415,https://www.gutenberg.org/ebooks/19513
"The elements of bacteriological technique :  a laboratory guide for medical, dental, and technical students",J. W. H. Eyre,Science & Tech,7066,https://www.gutenberg.org/ebooks/27713
Vegetable Teratology,Maxwell T. Masters,Science & Tech,6822,https://www.gutenberg.org/ebooks/23354
"A Budget of Paradoxes, Volume I",Augustus De Morgan,Science & Tech,6569,https://www.gutenberg.org/ebooks/23100
Explanation of Terms Used in Entomology,John Bernhard Smith,Science & Tech,6537,https://www.gutenberg.org/ebooks/22748
Gorgias,Plato,Science & Tech,6510,https://www.gutenberg.org/ebooks/1672
On the Trail of the Space Pirates,Carey Rockwell,Science & Tech,6179,https://www.gutenberg.org/ebooks/21092
The Invisible Man: A Grotesque Romance,H. G. Wells,Science & Tech,6075,https://www.gutenberg.org/ebooks/5230
"The Theories of Darwin and Their Relation to Philosophy, Religion, and Morality",Rudolf Schmid,Science & Tech,6043,https://www.gutenberg.org/ebooks/22150
"A Budget of Paradoxes, Volume II",Augustus De Morgan,Science & Tech,6027,https://www.gutenberg.org/ebooks/26408
The Science of Getting Rich,W. D. Wattles,Science & Tech,5996,https://www.gutenberg.org/ebooks/59844
Searchlights on Health: Light on Dark Corners,B. G. Jefferis and J. L. Nichols,Science & Tech,5661,https://www.gutenberg.org/ebooks/23609
Dorothy and the Wizard in Oz,L. Frank Baum,Science & Tech,5652,https://www.gutenberg.org/ebooks/22566
From the Earth to the Moon,Jules Verne,Science & Tech,5630,https://www.gutenberg.org/ebooks/28918
"Dictionary of Quotations from Ancient and Modern, English and Foreign Sources",Rev. James Wood,Science & Tech,5339,https://www.gutenberg.org/ebooks/48105
The social contract & discourses,Jean-Jacques Rousseau,Science & Tech,5317,https://www.gutenberg.org/ebooks/46333
Elements of Agricultural Chemistry,Thomas Anderson,Science & Tech,5285,https://www.gutenberg.org/ebooks/24931
The Napoleon of Notting Hill,G. K. Chesterton,Science & Tech,5212,https://www.gutenberg.org/ebooks/20058
"Étude Médico-Légale: Psychopathia Sexualis (French)",R. von Krafft-Ebing,Science & Tech,5208,https://www.gutenberg.org/ebooks/24766
Die seltsamen Geschichten des Doktor Ulebuhle (German),Bruno Hans Bürgel,Science & Tech,5136,https://www.gutenberg.org/ebooks/63460
Wealth of the World's Waste Places and Oceania,Jewett C. Gilson,Science & Tech,4973,https://www.gutenberg.org/ebooks/23546
The island of Doctor Moreau,H. G. Wells,Science & Tech,4943,https://www.gutenberg.org/ebooks/159
"The Variation of Animals and Plants Under Domestication, Vol. I.",Charles Darwin,Science & Tech,4882,https://www.gutenberg.org/ebooks/24923
"A System of Logic, Ratiocinative and Inductive (Vol. 1 of 2)",John Stuart Mill,Science & Tech,4870,https://www.gutenberg.org/ebooks/26495
"Wagner, the Wehr-Wolf",George W. M. Reynolds,Science & Tech,4854,https://www.gutenberg.org/ebooks/27202
The Vampyre; a Tale,John William Polidori,Science & Tech,4812,https://www.gutenberg.org/ebooks/6087
The Girl in the Golden Atom,Ray Cummings,Science & Tech,4774,https://www.gutenberg.org/ebooks/21094
Mysticism and Logic and Other Essays,Bertrand Russell,Science & Tech,4756,https://www.gutenberg.org/ebooks/25447
Anthem,Ayn Rand,Science & Tech,4743,https://www.gutenberg.org/ebooks/1250
Manures and the principles of manuring,Charles Morton Aikman,Science & Tech,4694,https://www.gutenberg.org/ebooks/27274
We,Evgenii Ivanovich Zamiatin,Science & Tech,4688,https://www.gutenberg.org/ebooks/61963
Astronomy for Amateurs,Camille Flammarion,Science & Tech,4629,https://www.gutenberg.org/ebooks/25267
"Himmelsvolk: Ein Buch von Blumen, Tieren und Gott (German)",Waldemar Bonsels,Science & Tech,4535,https://www.gutenberg.org/ebooks/27220
Tales of Space and Time,H. G. Wells,Science & Tech,4533,https://www.gutenberg.org/ebooks/27365
Laws,Plato,Science & Tech,4507,https://www.gutenberg.org/ebooks/1750
An Elementary Study of Chemistry,William McPherson and William Edwards Henderson,Science & Tech,4501,https://www.gutenberg.org/ebooks/20848
The Medicinal Plants of the Philippines,T. H. Pardo de Tavera,Science & Tech,4493,https://www.gutenberg.org/ebooks/26393
The island of Dr. Moreau,H. G. Wells,Science & Tech,4451,https://www.gutenberg.org/ebooks/28840
韓湘子全傳 (Chinese),active 17th century Erzeng Yang,Science & Tech,4424,https://www.gutenberg.org/ebooks/24231
鏡花緣 (Chinese),Ruzhen Li,Science & Tech,4296,https://www.gutenberg.org/ebooks/25377
Med Luftskib til Mars: Fantastisk Fremtidsfortælling (Danish),Niels Meyn and August Klingsey,Science & Tech,4286,https://www.gutenberg.org/ebooks/66058
Flatland: A Romance of Many Dimensions,Edwin Abbott Abbott,Science & Tech,4219,https://www.gutenberg.org/ebooks/201
The Practice and Science of Drawing,Harold Speed,Science & Tech,4207,https://www.gutenberg.org/ebooks/14264
