Title,Author,Genre,Downloads,Book_URL
Polly's Business Venture,Lillian Elizabeth Roy,Adventure,3134,https://www.gutenberg.org/ebooks/25778
Prairie Flowers,James B. Hendryx,Adventure,3127,https://www.gutenberg.org/ebooks/22180
Alice in Wonderland,Lewis Carroll and Alice Gerstenberg,Adventure,3127,https://www.gutenberg.org/ebooks/35688
Athelstane Ford,Allen Upward,Adventure,3105,https://www.gutenberg.org/ebooks/26677
"Tom, The Bootblack; or, The Road to Success",Jr. Horatio Alger,Adventure,3090,https://www.gutenberg.org/ebooks/26355
"Two Daring Young Patriots; or, Outwitting the Huns",W. P. Shervill,Adventure,3086,https://www.gutenberg.org/ebooks/26645
From the Car Behind,Eleanor M. Ingram,Adventure,3083,https://www.gutenberg.org/ebooks/27337
The Arabian Nights Entertainments,Andrew Lang,Adventure,3071,https://www.gutenberg.org/ebooks/128
Jewish Fairy Tales and Legends,Gertrude Landa,Adventure,3070,https://www.gutenberg.org/ebooks/26711
The Enchanted Island of Yew,L. Frank Baum,Adventure,3059,https://www.gutenberg.org/ebooks/21164
The Pirate of Panama: A Tale of the Fight for Buried Treasure,William MacLeod Raine,Adventure,3055,https://www.gutenberg.org/ebooks/22752
"Dave Porter and His Rivals; or, The Chums and Foes of Oak Hall",Edward Stratemeyer,Adventure,3052,https://www.gutenberg.org/ebooks/26160
The Long Portage,Harold Bindloss,Adventure,3048,https://www.gutenberg.org/ebooks/25910
Lord Jim,Joseph Conrad,Adventure,3044,https://www.gutenberg.org/ebooks/5658
The Fighting Shepherdess,Caroline Lockhart,Adventure,3033,https://www.gutenberg.org/ebooks/23296
"Uncle Sam's Boys in the Ranks; or, Two Recruits in the United States Army",H. Irving Hancock,Adventure,3026,https://www.gutenberg.org/ebooks/27680
Ein Mann (German),Joachim Nettelbeck,Adventure,2998,https://www.gutenberg.org/ebooks/23333
The Wonder Island Boys: Conquest of the Savages,Roger T. Finlay,Adventure,2997,https://www.gutenberg.org/ebooks/21832
Sunny Boy in the Country,Ramy Allison White,Adventure,2992,https://www.gutenberg.org/ebooks/26232
Door het land der Skipetaren (Dutch),Karl May,Adventure,2984,https://www.gutenberg.org/ebooks/27652
At Aboukir and Acre: A Story of Napoleon's Invasion of Egypt,G. A. Henty,Adventure,2969,https://www.gutenberg.org/ebooks/22224
The Shellback's Progress,Baron Walter Runciman Runciman,Adventure,2955,https://www.gutenberg.org/ebooks/22794
Die Sternbuben in der Großstadt: Eine heitere Geschichte (German),Josephine Siebe,Adventure,2949,https://www.gutenberg.org/ebooks/51582
Japanese Fairy Tales,Yei Theodora Ozaki,Adventure,2947,https://www.gutenberg.org/ebooks/4018
Footprints in the Forest,Edward Sylvester Ellis,Adventure,2941,https://www.gutenberg.org/ebooks/25980
King Arthur's Knights,Henry Gilbert,Adventure,2941,https://www.gutenberg.org/ebooks/22396
Virginia of Elk Creek Valley,Mary Ellen Chase,Adventure,2937,https://www.gutenberg.org/ebooks/27522
Deerfoot in The Mountains,Edward Sylvester Ellis,Adventure,2934,https://www.gutenberg.org/ebooks/25334
Walter and the Wireless,Sara Ware Bassett,Adventure,2927,https://www.gutenberg.org/ebooks/23728
Ahead of the Army,William O. Stoddard,Adventure,2922,https://www.gutenberg.org/ebooks/23744
Free Air,Sinclair Lewis,Adventure,2916,https://www.gutenberg.org/ebooks/26732
As Minas de Salomão (Portuguese),H. Rider Haggard,Adventure,2898,https://www.gutenberg.org/ebooks/22015
The Land of the Long Night,Paul B. Du Chaillu,Adventure,2885,https://www.gutenberg.org/ebooks/22727
Isle o' Dreams,Frederick Ferdinand Moore,Adventure,2884,https://www.gutenberg.org/ebooks/25813
Gouden Daden (Dutch),Cornelis Johannes Kieviet,Adventure,2883,https://www.gutenberg.org/ebooks/26127
The Mabinogion,Unknown / Various,Adventure,2883,https://www.gutenberg.org/ebooks/5160
"Starlight Ranch, and Other Stories of Army Life on the Frontier",Charles King,Adventure,2879,https://www.gutenberg.org/ebooks/26137
"The Rover Boys at Big Horn Ranch; Or, The Cowboys' Double Round-Up",Edward Stratemeyer,Adventure,2869,https://www.gutenberg.org/ebooks/26539
The Search for the Silver City: A Tale of Adventure in Yucatan,James Otis,Adventure,2862,https://www.gutenberg.org/ebooks/21268
"The Strange Adventures of Captain Dangerous, Vol. 2",George Augustus Sala,Adventure,2860,https://www.gutenberg.org/ebooks/26668
The World's Greatest Books — Volume 02 — Fiction,Unknown / Various,Adventure,2852,https://www.gutenberg.org/ebooks/10643
"Swept Out to Sea; Or, Clint Webb Among the Whalers",W. Bert Foster,Adventure,2827,https://www.gutenberg.org/ebooks/23674
"The Curlytops and Their Playmates; Or, Jolly Times Through the Holidays",Howard Roger Garis,Adventure,2827,https://www.gutenberg.org/ebooks/25143
A Son of the Immortals,Louis Tracy,Adventure,2807,https://www.gutenberg.org/ebooks/25017
The rogue elephant,Elliott Whitney,Adventure,2797,https://www.gutenberg.org/ebooks/25450
The Boy Crusaders: A Story of the Days of Louis IX.,John G. Edgar,Adventure,2792,https://www.gutenberg.org/ebooks/26671
A Daughter of Raasay: A Tale of the '45,William MacLeod Raine,Adventure,2784,https://www.gutenberg.org/ebooks/26692
"The Young Treasure Hunter; Or, Fred Stanley's Trip to Alaska",Frank V. Webster,Adventure,2781,https://www.gutenberg.org/ebooks/20922
Plotting in Pirate Seas,Francis Rolt-Wheeler,Adventure,2774,https://www.gutenberg.org/ebooks/22033
The Story of Doctor Dolittle,Hugh Lofting,Adventure,2768,https://www.gutenberg.org/ebooks/501
"Pathfinder; or, The Missing Tenderfoot",Captain Alan Douglas,Adventure,2767,https://www.gutenberg.org/ebooks/22924
"South: The Story of Shackleton's Last Expedition, 1914-1917",Sir Ernest Henry Shackleton,Adventure,2766,https://www.gutenberg.org/ebooks/5199
"The Son of Monte-Cristo, Volume II",Jules Lermina,Adventure,2759,https://www.gutenberg.org/ebooks/22086
Rollo on the Atlantic,Jacob Abbott,Adventure,2758,https://www.gutenberg.org/ebooks/22252
The Motor Maids at Sunrise Camp,Katherine Stokes,Adventure,2752,https://www.gutenberg.org/ebooks/23645
徐霞客遊記 (Chinese),Hongzu Xu,Adventure,2745,https://www.gutenberg.org/ebooks/23876
"Up The Baltic; Or, Young America in Norway, Sweden, and Denmark",Oliver Optic,Adventure,2742,https://www.gutenberg.org/ebooks/26653
"Farthest North, Vol. I",Fridtjof Nansen,Adventure,2736,https://www.gutenberg.org/ebooks/30197
"History, Manners, and Customs of the North American Indians",Old Humphrey,Adventure,2724,https://www.gutenberg.org/ebooks/26688
"The Young Miner; Or, Tom Nelson in California",Jr. Horatio Alger,Adventure,2724,https://www.gutenberg.org/ebooks/22669
"New Treasure Seekers; Or, The Bastable Children in Search of a Fortune",E. Nesbit,Adventure,2724,https://www.gutenberg.org/ebooks/25496
The Young Alaskans on the Missouri,Emerson Hough,Adventure,2714,https://www.gutenberg.org/ebooks/26367
Mathias Sandorf [3] :  Een Model-volksplanting (Dutch),Jules Verne,Adventure,2706,https://www.gutenberg.org/ebooks/22908
"Cesar Cascabel, Deel 2 (Dutch)",Jules Verne,Adventure,2687,https://www.gutenberg.org/ebooks/26395
Rollo in Scotland,Jacob Abbott,Adventure,2686,https://www.gutenberg.org/ebooks/25174
Rollo in Paris,Jacob Abbott,Adventure,2676,https://www.gutenberg.org/ebooks/22956
The Keepers of the Trail: A Story of the Great Woods,Joseph A. Altsheler,Adventure,2675,https://www.gutenberg.org/ebooks/25596
Kim,Rudyard Kipling,Adventure,2672,https://www.gutenberg.org/ebooks/2226
Far Past the Frontier,James A. Braden,Adventure,2656,https://www.gutenberg.org/ebooks/26234
Steve and the Steam Engine,Sara Ware Bassett,Adventure,2652,https://www.gutenberg.org/ebooks/22245
"Little Bobtail; or, The Wreck of the Penobscot.",Oliver Optic,Adventure,2649,https://www.gutenberg.org/ebooks/25466
The Lady and the Pirate,Emerson Hough,Adventure,2644,https://www.gutenberg.org/ebooks/24907
Doom Castle,Neil Munro,Adventure,2622,https://www.gutenberg.org/ebooks/21333
"Crossing the Plains, Days of '57",Wm. Audley Maxwell,Adventure,2606,https://www.gutenberg.org/ebooks/26858
"Chester Rand; or, The New Path to Fortune",Jr. Horatio Alger,Adventure,2605,https://www.gutenberg.org/ebooks/23108
Our Home in the Silver West: A Story of Struggle and Adventure,Gordon Stables,Adventure,2595,https://www.gutenberg.org/ebooks/28291
Side Show Studies,Francis Metcalfe,Adventure,2593,https://www.gutenberg.org/ebooks/23542
The Sea-Wolf,Jack London,Adventure,2590,https://www.gutenberg.org/ebooks/1074
"Montezuma's Castle, and Other Weird Tales",Charles B. Cory,Adventure,2581,https://www.gutenberg.org/ebooks/26995
Lady Betty Across the Water,C. N. Williamson and A. M. Williamson,Adventure,2575,https://www.gutenberg.org/ebooks/23441
A Treasury of Heroes and Heroines,Clayton Edwards,Adventure,2573,https://www.gutenberg.org/ebooks/25652
The Legends of King Arthur and His Knights,Sir Thomas Malory and Sir James Knowles,Adventure,2572,https://www.gutenberg.org/ebooks/12753
'Drag' Harlan,Charles Alden Seltzer,Adventure,2570,https://www.gutenberg.org/ebooks/25779
"Frank Merriwell's Pursuit; Or, How to Win",Burt L. Standish,Adventure,2566,https://www.gutenberg.org/ebooks/22874
The Man in the Iron Mask,Alexandre Dumas,Adventure,2549,https://www.gutenberg.org/ebooks/2759
Anna the Adventuress,E. Phillips Oppenheim,Adventure,2543,https://www.gutenberg.org/ebooks/26596
"Ben's Nugget; Or, A Boy's Search For Fortune",Jr. Horatio Alger,Adventure,2533,https://www.gutenberg.org/ebooks/25384
Labrador Days,Sir Wilfred Thomason Grenfell,Adventure,2531,https://www.gutenberg.org/ebooks/24832
Wonderful Adventures of Mrs. Seacole in Many Lands,Mary Seacole,Adventure,2515,https://www.gutenberg.org/ebooks/23031
Bloom of Cactus,Robert Ames Bennet,Adventure,2509,https://www.gutenberg.org/ebooks/22270
"Randy of the River; Or, The Adventures of a Young Deckhand",Jr. Horatio Alger,Adventure,2490,https://www.gutenberg.org/ebooks/21416
Great Pirate Stories,Unknown / Various,Adventure,2482,https://www.gutenberg.org/ebooks/27090
The Book of All-Power,Edgar Wallace,Adventure,2482,https://www.gutenberg.org/ebooks/24920
Tom Slade on a Transport,Percy Keese Fitzhugh,Adventure,2473,https://www.gutenberg.org/ebooks/23663
Dorothy's Travels,Evelyn Raymond,Adventure,2469,https://www.gutenberg.org/ebooks/25630
Heroes and Hunters of the West,John Frost,Adventure,2465,https://www.gutenberg.org/ebooks/26965
"""Where Angels Fear to Tread"" and Other Stories of the Sea",Morgan Robertson,Adventure,2462,https://www.gutenberg.org/ebooks/23539
The Trail of the Goldseekers: A Record of Travel in Prose and Verse,Hamlin Garland,Adventure,2462,https://www.gutenberg.org/ebooks/28551
Robinson Crusoe in Words of One Syllable,Daniel Defoe and Lucy Aikin,Adventure,2459,https://www.gutenberg.org/ebooks/22445
A Little Maid of Massachusetts Colony,Alice Turner Curtis,Adventure,2455,https://www.gutenberg.org/ebooks/27377
Rebel Spurs,Andre Norton,Adventure,2445,https://www.gutenberg.org/ebooks/20840
Over the Rocky Mountains to Alaska,Charles Warren Stoddard,Adventure,2440,https://www.gutenberg.org/ebooks/22871
"The Privateer's-Man, One hundred Years Ago",Frederick Marryat,Adventure,2435,https://www.gutenberg.org/ebooks/25719
Penny of Top Hill Trail,Belle Kanaris Maniates,Adventure,2434,https://www.gutenberg.org/ebooks/27150
Lucile Triumphant,Elizabeth M. Duffield,Adventure,2417,https://www.gutenberg.org/ebooks/27643
"Fred Fenton on the Track; Or, The Athletes of Riverport School",Allen Chapman,Adventure,2409,https://www.gutenberg.org/ebooks/23763
Witch-Doctors,Charles Beadle,Adventure,2404,https://www.gutenberg.org/ebooks/22099
"All Adrift; Or, The Goldwing Club",Oliver Optic,Adventure,2403,https://www.gutenberg.org/ebooks/25577
The Big Brother: A Story of Indian War,George Cary Eggleston,Adventure,2400,https://www.gutenberg.org/ebooks/20849
The Young Oarsmen of Lakeview,Edward Stratemeyer,Adventure,2400,https://www.gutenberg.org/ebooks/26218
Lewis and Clark,William R. Lighton,Adventure,2399,https://www.gutenberg.org/ebooks/26775
The Book of the Thousand Nights and a Night — Volume 07 (of 10),Unknown / Various,Adventure,2393,https://www.gutenberg.org/ebooks/54778
"The Strange Adventures of Captain Dangerous, Vol. 3",George Augustus Sala,Adventure,2392,https://www.gutenberg.org/ebooks/26669
The Romance of a Mummy and Egypt,Théophile Gautier,Adventure,2388,https://www.gutenberg.org/ebooks/27724
"The Girl from Sunset Ranch; Or, Alone in a Great City",Amy Bell Marlowe,Adventure,2373,https://www.gutenberg.org/ebooks/26534
Stingaree,E. W. Hornung,Adventure,2368,https://www.gutenberg.org/ebooks/26526
The Second Jungle Book,Rudyard Kipling,Adventure,2361,https://www.gutenberg.org/ebooks/1937
"Uncle Sam's Boys as Sergeants; or, Handling Their First Real Commands",H. Irving Hancock,Adventure,2357,https://www.gutenberg.org/ebooks/27679
The Brighton Boys in the Radio Service,James R. Driscoll,Adventure,2347,https://www.gutenberg.org/ebooks/22079
The Range Boss,Charles Alden Seltzer,Adventure,2347,https://www.gutenberg.org/ebooks/25754
"Big Game Shooting, volume 2 (of 2)",Clive Phillipps-Wolley,Adventure,2341,https://www.gutenberg.org/ebooks/48816
The Adventures of Buster Bear,Thornton W. Burgess,Adventure,2337,https://www.gutenberg.org/ebooks/22816
Hurricane Island,H. B. Marriott Watson,Adventure,2335,https://www.gutenberg.org/ebooks/28387
Een strijd om de schatten van Alva: of De watergeuzen in 1572 (Dutch),H. Bertrand and Archibald Clavering Gunter,Adventure,2334,https://www.gutenberg.org/ebooks/22686
The Open Boat and Other Stories,Stephen Crane,Adventure,2332,https://www.gutenberg.org/ebooks/45524
"Uncle Sam's Boys in the Philippines; or, Following the Flag against the Moros",H. Irving Hancock,Adventure,2327,https://www.gutenberg.org/ebooks/23447
As We Sweep Through The Deep,Gordon Stables,Adventure,2324,https://www.gutenberg.org/ebooks/25995
"Work and Win; Or, Noddy Newman on a Cruise",Oliver Optic,Adventure,2322,https://www.gutenberg.org/ebooks/23758
The Flight of Pony Baker,William Dean Howells,Adventure,2320,https://www.gutenberg.org/ebooks/22219
"The Young Adventurer; or, Tom's Trip Across the Plains",Jr. Horatio Alger,Adventure,2317,https://www.gutenberg.org/ebooks/27300
The Adventures of Piang the Moro Jungle Boy,Florence Partello Stuart,Adventure,2308,https://www.gutenberg.org/ebooks/22407
Frank Merriwell's Cruise,Burt L. Standish,Adventure,2300,https://www.gutenberg.org/ebooks/22265
"Yr Ynys Unyg; or, The lonely island :  a narrative for young people",Julia de Winton,Adventure,2292,https://www.gutenberg.org/ebooks/23090
The Odyssey,Homer,Poetry,181199,https://www.gutenberg.org/ebooks/1727
The Complete Works of William Shakespeare,William Shakespeare,Poetry,102086,https://www.gutenberg.org/ebooks/100
The Home Book of Verse — Volume 2,Burton Egbert Stevenson,Poetry,72898,https://www.gutenberg.org/ebooks/2620
Sonnets from the Portuguese,Elizabeth Barrett Browning,Poetry,71551,https://www.gutenberg.org/ebooks/2002
India's Love Lyrics,Laurence Hope,Poetry,69873,https://www.gutenberg.org/ebooks/8197
Biographia Literaria,Samuel Taylor Coleridge,Poetry,62840,https://www.gutenberg.org/ebooks/6081
The Bakhtyār Nāma: A Persian Romance,Unknown / Various,Poetry,54911,https://www.gutenberg.org/ebooks/60316
"Chaucer's Works, Volume 2 — Boethius and Troilus",Geoffrey Chaucer,Poetry,54768,https://www.gutenberg.org/ebooks/44833
Beowulf: An Anglo-Saxon Epic Poem,Unknown / Various,Poetry,45540,https://www.gutenberg.org/ebooks/16328
"The Metamorphoses of Ovid, Books I-VII",Ovid,Poetry,39944,https://www.gutenberg.org/ebooks/21765
The Aeneid,Virgil,Poetry,35455,https://www.gutenberg.org/ebooks/228
Don Juan,Baron George Gordon Byron Byron,Poetry,34517,https://www.gutenberg.org/ebooks/21700
"Divine Comedy, Longfellow's Translation, Hell",Dante Alighieri,Poetry,34281,https://www.gutenberg.org/ebooks/1001
Songs of Innocence and of Experience,William Blake,Poetry,34220,https://www.gutenberg.org/ebooks/1934
Spoon River Anthology,Edgar Lee Masters,Poetry,34154,https://www.gutenberg.org/ebooks/26471
The Divine Comedy of Dante Alighieri: The Inferno,Dante Alighieri,Poetry,33386,https://www.gutenberg.org/ebooks/41537
"The Canterbury Tales, and Other Poems",Geoffrey Chaucer,Poetry,33218,https://www.gutenberg.org/ebooks/2383
"The Lovers Assistant; Or, New Art of Love",Henry Fielding and Ovid,Poetry,33074,https://www.gutenberg.org/ebooks/31036
"Hesiod, the Homeric Hymns, and Homerica",Hesiod,Poetry,32992,https://www.gutenberg.org/ebooks/348
Childe Harold's Pilgrimage,Baron George Gordon Byron Byron,Poetry,32682,https://www.gutenberg.org/ebooks/5131
On the Nature of Things,Titus Lucretius Carus,Poetry,32441,https://www.gutenberg.org/ebooks/785
"Spenser's The Faerie Queene, Book I",Edmund Spenser,Poetry,32348,https://www.gutenberg.org/ebooks/15272
"Chaucer's Works, Volume 4 — The Canterbury Tales (Middle English (1100-1500))",Geoffrey Chaucer,Poetry,32244,https://www.gutenberg.org/ebooks/22120
Aeneidos (Latin),Virgil,Poetry,32229,https://www.gutenberg.org/ebooks/227
La Divina Commedia di Dante (Italian),Dante Alighieri,Poetry,31679,https://www.gutenberg.org/ebooks/1012
Shakespeare's Sonnets,William Shakespeare,Poetry,31404,https://www.gutenberg.org/ebooks/1041
Faust: Der Tragödie erster Teil (German),Johann Wolfgang von Goethe,Poetry,31257,https://www.gutenberg.org/ebooks/2229
Poems and Songs of Robert Burns,Robert Burns,Poetry,30320,https://www.gutenberg.org/ebooks/1279
Sir Gawayne and the Green Knight (Middle English (1100-1500)),Unknown / Various,Poetry,30237,https://www.gutenberg.org/ebooks/14568
The Works of Lord Byron. Vol. 4,Baron George Gordon Byron Byron,Poetry,29334,https://www.gutenberg.org/ebooks/20158
"The Satires of Juvenal, Persius, Sulpicia, and Lucilius","Persius, Gaius Lucilius, Juvenal, and Sulpicia",Poetry,29294,https://www.gutenberg.org/ebooks/50657
I. Beowulf: an Anglo-Saxon poem. II. The fight at Finnsburh: a fragment. (Old English (ca. 450-1100)),Unknown / Various,Poetry,28474,https://www.gutenberg.org/ebooks/9701
"Chaucer's Works, Volume 3 — The House of Fame; The Legend of Good Women; The Treatise on the Astrolabe; The Sources of the Canterbury Tales",Geoffrey Chaucer,Poetry,28436,https://www.gutenberg.org/ebooks/45027
"The Works of Alexander Pope, Volume 1",Alexander Pope,Poetry,28377,https://www.gutenberg.org/ebooks/32190
Kevättuulahduksia :  Runokokoelma (Finnish),Niilo Mantere,Poetry,28099,https://www.gutenberg.org/ebooks/78097
Ash-Wednesday,T. S. Eliot,Poetry,28024,https://www.gutenberg.org/ebooks/78023
Verses,Violet Jacob,Poetry,27919,https://www.gutenberg.org/ebooks/78110
Kotikuusta kuunnellessa :  Uusia runoelmia (Finnish),Niilo Mantere,Poetry,27849,https://www.gutenberg.org/ebooks/78093
The flower and the leaf,Unknown / Various,Poetry,27776,https://www.gutenberg.org/ebooks/78062
"The complete works of John Gower, volume 2 :  The English works",John Gower,Poetry,27725,https://www.gutenberg.org/ebooks/71162
Elämän urpuja (Finnish),Viljami Vuokoski,Poetry,27630,https://www.gutenberg.org/ebooks/78113
The divine comedy,Dante Alighieri,Poetry,19215,https://www.gutenberg.org/ebooks/8800
La Odisea (Spanish),Homer,Poetry,18989,https://www.gutenberg.org/ebooks/58221
Songs and rhymes of a lead miner,Thomas Grierson Gracie,Poetry,17476,https://www.gutenberg.org/ebooks/76732
Poems Every Child Should Know,Unknown / Various,Poetry,15591,https://www.gutenberg.org/ebooks/21436
"The Rámáyan of Válmíki, translated into English verse",Valmiki,Poetry,13734,https://www.gutenberg.org/ebooks/24869
The Prophet,Kahlil Gibran,Poetry,11904,https://www.gutenberg.org/ebooks/58585
The Poetics of Aristotle,Aristotle,Poetry,10325,https://www.gutenberg.org/ebooks/1974
Leaves of Grass,Walt Whitman,Poetry,10053,https://www.gutenberg.org/ebooks/1322
Bildergeschichten (German),Wilhelm Busch,Poetry,9976,https://www.gutenberg.org/ebooks/19636
Faust [part 1]. Translated Into English in the Original Metres,Johann Wolfgang von Goethe,Poetry,8493,https://www.gutenberg.org/ebooks/14591
Life: Poem XXI,Emily Dickinson,Poetry,7743,https://www.gutenberg.org/ebooks/26248
Art and Heart,Ella Wheeler Wilcox,Poetry,7632,https://www.gutenberg.org/ebooks/19577
"Cowboy songs, and other frontier ballads",Unknown / Various,Poetry,7415,https://www.gutenberg.org/ebooks/21300
"The Odysseys of Homer, together with the shorter poems",Homer,Poetry,7127,https://www.gutenberg.org/ebooks/48895
The Canterbury Tales,Geoffrey Chaucer,Poetry,6794,https://www.gutenberg.org/ebooks/23722
Der Struwwelpeter (German),Heinrich Hoffmann,Poetry,6781,https://www.gutenberg.org/ebooks/24571
The Marriage of Heaven and Hell,William Blake,Poetry,6329,https://www.gutenberg.org/ebooks/45315
"The Song Celestial; Or, Bhagavad-Gîtâ (from the Mahâbhârata)",Unknown / Various,Poetry,6201,https://www.gutenberg.org/ebooks/2388
"Poems by Emily Dickinson, Three Series, Complete",Emily Dickinson,Poetry,6168,https://www.gutenberg.org/ebooks/12242
Poetical Works of Matthew Arnold,Matthew Arnold,Poetry,6108,https://www.gutenberg.org/ebooks/27739
The Argonautica,Rhodius Apollonius,Poetry,6095,https://www.gutenberg.org/ebooks/830
The Book of Ballads,Sir Theodore Martin and William Edmondstoune Aytoun,Poetry,6052,https://www.gutenberg.org/ebooks/44798
A Child's Garden of Verses,Robert Louis Stevenson,Poetry,5954,https://www.gutenberg.org/ebooks/25609
The Works of Lord Byron. Vol. 3,Baron George Gordon Byron Byron,Poetry,5950,https://www.gutenberg.org/ebooks/21811
"Poems of Henry Vaughan, Silurist, Volume II",Henry Vaughan,Poetry,5945,https://www.gutenberg.org/ebooks/28375
"The Works of Lord Byron, Vol. 7. Poetry",Baron George Gordon Byron Byron,Poetry,5906,https://www.gutenberg.org/ebooks/27577
The Aeneid of Virgil,Virgil,Poetry,5694,https://www.gutenberg.org/ebooks/22456
"Poems, with The Ballad of Reading Gaol",Oscar Wilde,Poetry,5615,https://www.gutenberg.org/ebooks/1057
"The Tao Teh King, or the Tao and its Characteristics",Laozi,Poetry,5572,https://www.gutenberg.org/ebooks/216
"The Works of Christopher Marlowe, Vol. 3 (of 3)",Christopher Marlowe,Poetry,5570,https://www.gutenberg.org/ebooks/21262
Language of Flowers,Kate Greenaway,Poetry,5550,https://www.gutenberg.org/ebooks/31591
Struwwelpeter: Merry Stories and Funny Pictures,Heinrich Hoffmann,Poetry,5452,https://www.gutenberg.org/ebooks/12116
"Dhammapada, a Collection of Verses; Being One of the Canonical Books of the Buddhists",Unknown / Various,Poetry,5362,https://www.gutenberg.org/ebooks/2017
The Works of Lord Byron. Vol. 2,Baron George Gordon Byron Byron,Poetry,5259,https://www.gutenberg.org/ebooks/25340
Jabberwocky,Lewis Carroll,Poetry,5253,https://www.gutenberg.org/ebooks/23717
Selected Poems of Emily Dickinson,Emily Dickinson,Poetry,5114,https://www.gutenberg.org/ebooks/22444
Fire and Ice,Robert Frost,Poetry,5103,https://www.gutenberg.org/ebooks/20030
"Journeys Through Bookland, Vol. 7",Charles Herbert Sylvester,Poetry,5043,https://www.gutenberg.org/ebooks/23405
The Works of Lord Byron. Vol. 5,Baron George Gordon Byron Byron,Poetry,5040,https://www.gutenberg.org/ebooks/23475
"The Younger Edda; Also called Snorre's Edda, or The Prose Edda",Snorri Sturluson,Poetry,4914,https://www.gutenberg.org/ebooks/18947
The Children's Garland from the Best Poets,Unknown / Various,Poetry,4791,https://www.gutenberg.org/ebooks/27441
The Metamorphoses of Publius Ovidus Naso in English blank verse Vols. I & II,Ovid,Poetry,4773,https://www.gutenberg.org/ebooks/28621
Poems with Power to Strengthen the Soul,Unknown / Various,Poetry,4704,https://www.gutenberg.org/ebooks/28591
Negro Folk Rhymes,Thomas Washington Talley,Poetry,4538,https://www.gutenberg.org/ebooks/27195
Faust: Eine Tragödie [erster Teil] (German),Johann Wolfgang von Goethe,Poetry,4514,https://www.gutenberg.org/ebooks/21000
Twas the Night before Christmas: A Visit from St. Nicholas,Clement Clarke Moore,Poetry,4486,https://www.gutenberg.org/ebooks/17135
The vision of hell.,Dante Alighieri,Poetry,4286,https://www.gutenberg.org/ebooks/8789
The Principles of English Versification,Paull F. Baum,Poetry,4255,https://www.gutenberg.org/ebooks/21342
Imaginary Conversations and Poems: A Selection,Walter Savage Landor,Poetry,4228,https://www.gutenberg.org/ebooks/21628
The Iliad of Homer,Homer,Poetry,4110,https://www.gutenberg.org/ebooks/16452
"Robert Burns. Vol. 2, Les Oeuvres (French)",Auguste Angellier,Poetry,4110,https://www.gutenberg.org/ebooks/27451
Sonnets,William Shakespeare,Poetry,4045,https://www.gutenberg.org/ebooks/23970
Kalevala : the Epic Poem of Finland — Complete,Unknown / Various,Poetry,4009,https://www.gutenberg.org/ebooks/5186
The Flowers of Evil,Charles Baudelaire,Poetry,3971,https://www.gutenberg.org/ebooks/36098
The Hesperides & Noble Numbers: Vol. 1 and 2,Robert Herrick,Poetry,3956,https://www.gutenberg.org/ebooks/22421
The poetic Edda :  Translated from the Icelandic with an introduction and notes,Unknown / Various,Poetry,3943,https://www.gutenberg.org/ebooks/73533
Cautionary Tales for Children,Hilaire Belloc,Poetry,3846,https://www.gutenberg.org/ebooks/27424
"The Story of Beowulf, Translated from Anglo-Saxon into Modern English Prose",Unknown / Various,Poetry,3829,https://www.gutenberg.org/ebooks/50742
Poems,Ralph Waldo Emerson,Poetry,3740,https://www.gutenberg.org/ebooks/12843
The Authoress of the Odyssey,Samuel Butler,Poetry,3723,https://www.gutenberg.org/ebooks/49324
The Posy Ring: A Book of Verse for Children,Unknown / Various,Poetry,3715,https://www.gutenberg.org/ebooks/22922
"Library of the World's Best Literature, Ancient and Modern — Volume 07",Unknown / Various,Poetry,3666,https://www.gutenberg.org/ebooks/28684
Sonnet 43,Elizabeth Barrett Browning,Poetry,3655,https://www.gutenberg.org/ebooks/21161
Indian Poetry,Sir Edwin Arnold,Poetry,3653,https://www.gutenberg.org/ebooks/25965
Poems of Rural Life in the Dorset Dialect,William Barnes,Poetry,3646,https://www.gutenberg.org/ebooks/21785
"The Temple of Nature; or, the Origin of Society: A Poem, with Philosophical Notes",Erasmus Darwin,Poetry,3619,https://www.gutenberg.org/ebooks/26861
Poems of Gerard Manley Hopkins,Gerard Manley Hopkins,Poetry,3618,https://www.gutenberg.org/ebooks/22447
Pamphlets and Parodies on Political Subjects,William Hone,Poetry,3615,https://www.gutenberg.org/ebooks/44520
Golden Moments,Anonymous,Poetry,3572,https://www.gutenberg.org/ebooks/22308
La Divina Comedia (Spanish),Dante Alighieri,Poetry,3557,https://www.gutenberg.org/ebooks/57303
El paraíso perdido (Spanish),John Milton,Poetry,3508,https://www.gutenberg.org/ebooks/67092
"Divine Comedy, Longfellow's Translation, Complete",Dante Alighieri,Poetry,3494,https://www.gutenberg.org/ebooks/1004
The Epic of Gilgamish,Stephen Langdon,Poetry,3491,https://www.gutenberg.org/ebooks/18897
The Nursery Rhyme Book,Unknown / Various,Poetry,3470,https://www.gutenberg.org/ebooks/26197
Translations of German Poetry in American Magazines 1741-1810,Edward Ziegler Davis,Poetry,3468,https://www.gutenberg.org/ebooks/24815
Mi Ultimo Adiós (Spanish),José Rizal,Poetry,3445,https://www.gutenberg.org/ebooks/18600
Egyptian Literature,Unknown / Various,Poetry,3415,https://www.gutenberg.org/ebooks/28282
The Owl and the Pussycat,Edward Lear,Poetry,3344,https://www.gutenberg.org/ebooks/23897
